,std,mean,median,max,min
LSM7 (51690),226.05361657506535,10117.3688,10148.0,10528.0,8779.0
LSM8 (51691),261.81989394012925,10095.6104,10147.0,10533.0,8101.0
LSMEM1 (286006),1674.2724071085709,2234.688,1816.0,9014.0,30.0
LSMEM2 (132228),1838.5683441366923,3896.9104,3825.0,9040.0,158.0
LSP1 (4046),1864.7713267837619,2969.6448,2687.0,9340.0,87.0
LSS (4047),1761.4981382727776,1959.7144,1410.0,8472.0,5.5
LST1 (7940),1065.4596445858592,7859.7024,8126.0,9737.0,1722.0
LTA (4049),1815.2753380516306,4581.7568,4685.0,8902.0,219.0
LTB4R (1241),1762.125986854719,6157.9936,6559.0,9050.0,149.0
LTB4R2 (56413),1137.484690588439,7825.6848,8127.0,9473.0,1380.0
LTBP2 (4053),1927.4974873414733,4060.4368,4014.0,8715.0,76.0
LTBP3 (4054),1015.0425667163688,7928.1312,8222.0,9550.0,1789.0
LTF (4057),1627.3455884731666,5680.0272,5941.0,8900.0,268.0
LTN1 (26046),1854.3324669499307,5200.8096,5426.0,10055.0,54.0
LTO1 (220064),233.56349099197627,10263.3984,10319.0,10551.0,8185.0
LTV1 (84946),473.15181998907536,9294.5792,9342.0,10125.0,3854.0
LUC7L2 (51631),1985.4240505849186,7129.096,7719.0,10070.0,40.0
LUC7L3 (51747),137.5981995493792,10394.152,10437.0,10555.0,9792.0
LURAP1 (541468),1098.027754009141,7525.7344,7782.0,9629.0,1487.0
LURAP1L (286343),975.557047440208,714.2368,393.0,8513.0,3.0
LUZP1 (7798),1966.790954050108,5620.9424,6006.0,8716.0,13.0
LVRN (206338),1752.771901893303,2845.4912,2582.0,8619.0,25.0
LY6K (54742),1735.9398020594952,5592.7728,5845.0,9235.0,537.0
LY9 (4063),1814.7835456463445,2684.0544,2380.0,8558.0,21.0
LYL1 (4066),1941.5159920602357,4752.8032,4885.0,9433.0,333.0
LYPD2 (137797),1771.4425807263008,6424.9392,6881.0,9324.0,221.0
LYPD6B (130576),1767.1034158758225,3613.6928,3475.0,8678.0,111.0
LYPLA2 (11313),1728.9382003281223,5647.7552,5874.0,8874.0,131.0
LYRM2 (57226),1538.9257431528206,7114.4032,7560.0,10098.0,562.0
LYRM4 (57128),205.92423398810965,10229.7008,10277.0,10543.5,9329.0
LYRM7 (90624),1721.301440045457,2832.0688,2535.0,9094.0,77.0
LYRM9 (201229),1998.5348003782863,3192.1632,2800.0,8959.0,30.0
LYSMD1 (388695),1327.8166082863347,6956.2944,7238.0,9297.0,642.0
LYZ (4069),1600.51729263882,1967.9584,1554.0,10326.0,4.0
LYZL1 (84569),1646.8845171289254,2597.0512,2354.0,9023.0,52.0
LYZL4 (131375),1524.4375521819727,6942.6768,7365.0,9316.0,23.0
LZTFL1 (54585),1861.6288737223979,4462.1408,4532.0,9258.0,126.0
LZTR1 (8216),2055.4115910419846,1974.252,1328.0,9698.0,1.0
LZTS1 (11178),1856.7131531311607,2908.1984,2669.0,8868.0,19.0
M6PR (4074),1683.494774754481,2764.2864,2508.0,9011.0,24.0
MAB21L1 (4081),1600.735459337203,2072.3424,1681.0,9677.0,61.0
MAB21L2 (10586),1479.684038530541,1452.7696,930.0,8827.0,7.0
MACF1 (23499),1889.1189370234245,3635.7792,3520.0,8960.0,25.0
MACROD1 (28992),1994.9269573415977,4781.776,4925.0,8785.0,55.0
MAD1L1 (8379),1841.3387905724105,2002.48,1355.0,8879.0,14.0
MAD2L1 (4085),660.7363686303103,9214.1856,9337.0,10459.0,1774.0
MAD2L1BP (9587),1749.4520870949925,7195.2448,7694.0,9910.0,518.0
MAD2L2 (10459),365.00158220240144,9994.8424,10064.0,10541.0,8725.0
MADCAM1 (8174),2064.7633852481836,3675.1424,3518.0,8636.0,65.0
MADD (8567),1809.0259650728324,3367.92,3235.0,8965.0,107.0
MAEA (10296),1988.9300735732522,7375.776,8114.0,9971.0,33.0
MAF (4094),1941.3332881969388,4583.8672,4588.0,10520.0,18.0
MAF1 (84232),2043.6755718971713,4767.3728,4828.0,9209.0,48.0
MAFA (389692),1894.4160406553538,2743.6128,2298.0,9324.0,19.0
MAFB (9935),1099.4832187406535,878.0864,516.0,10030.0,10.0
MAFF (23764),1869.5181049904756,5863.1408,6140.0,9692.0,147.0
MAFG (4097),2074.141914790863,5270.08,5471.0,9214.0,114.0
MAFK (7975),2009.5756592235061,6047.7408,6479.0,9697.0,154.0
MAG (4099),1762.8392611731033,5663.2128,5841.0,9055.0,704.0
MAGEA1 (4100),1806.9631785862744,3750.0257731958764,5899.0,,
MAGEA11 (4110),1894.8283411019586,5076.469072164949,,,
MAGEA4 (4103),1823.2147074113823,4247.2027491408935,,,
MAGEA6 (4105),1720.5029243019094,4578.879725085911,5975.0,,
MAGEA9 (4108),1699.227809758868,4204.628865979382,5620.0,,
MAGEB16 (139604),1920.0204565150161,4393.134020618557,6441.0,,
MAGEC1 (9947),1004.9133536738855,919.6786941580756,2096.0,,
MAGEE1 (57692),1819.228428710669,2700.819587628866,2823.0,,
MAGEH1 (28986),1996.8674488663632,4818.140893470791,7421.0,,
MAGIX (79917),1769.5188047436163,2181.001718213058,2944.0,,
MAGOH (4116),949.6161332767506,8914.7488,9101.0,10398.0,2865.0
MAIP1 (79568),1708.0284973572939,5901.3072,6190.0,9289.0,681.0
MAJIN (283129),1674.3276188644527,5101.2896,5262.0,8552.0,244.0
MAK (4117),1863.3585176083507,3915.4992,3832.0,8411.0,15.0
MAK16 (84549),148.61725624949548,10365.3448,10405.0,10552.0,9695.0
MALL (7851),1819.9134779701578,2470.9968,2016.0,8696.0,34.0
MALSU1 (115416),1952.6257659354167,6503.096,6980.0,9600.0,113.0
MALT1 (10892),1169.05022802317,679.984,260.0,8729.0,2.0
MAML1 (9794),2149.781848398243,3977.1584,4012.0,9699.0,17.0
MAML2 (84441),1740.957730148582,2233.3136,1826.0,9485.0,106.0
MAMSTR (284358),1535.7052021624195,1656.64,1156.0,8774.0,22.0
MAN1A2 (10905),2297.186667328941,3121.4512,2510.0,9672.0,4.0
MAN1B1 (11253),1681.127285542315,2473.0112,2119.0,8727.0,6.0
MAN2A1 (4124),1217.8055607189306,1047.664,600.0,9004.0,6.0
MAN2B1 (4125),1802.500947127316,3627.2896,3469.0,8664.0,173.0
MAN2C1 (4123),1732.8915464118465,5186.9536,5417.0,8974.0,402.0
MANBAL (63905),1850.55281317745,3610.928,3555.0,8621.0,72.0
MANF (7873),815.3258836494264,8500.5976,8656.0,10459.5,2845.0
MANSC1 (54682),1655.518859324619,5544.1968,5782.0,8985.0,511.0
MANSC4 (100287284),1609.9759383852565,4408.616,4416.0,8464.0,409.0
MAOB (4129),1613.0942146085251,3095.5240549828177,4891.0,,
MAP10 (54627),1980.14888157496,4913.5784,5118.0,8793.0,5.5
MAP1LC3A (84557),1953.4338881307033,5342.4848,5622.0,9200.0,73.0
MAP1LC3B (81631),1335.8224895757708,7092.2512,7420.0,9511.0,938.0
MAP1LC3B2 (643246),1878.7907663243507,3796.1696,3760.0,8557.0,103.0
MAP2K1 (5604),2142.618211373107,4452.6928,4368.0,9914.0,30.0
MAP2K2 (5605),1768.8164947899556,5540.6784,5601.0,9995.0,64.0
MAP2K3 (5606),1794.6782071775287,1238.8176,473.0,9496.0,1.0
MAP2K5 (5607),1972.0199033920421,3573.8592,3314.0,8930.0,57.0
MAP2K6 (5608),1628.9908829560238,2698.6064,2399.0,8672.0,69.0
MAP2K7 (5609),1494.6323173841888,7400.7312,7843.0,9641.0,380.0
MAP3K1 (4214),1841.5769800712121,2695.8288,2293.0,9302.0,9.0
MAP3K10 (4294),1638.3664567035307,2311.3952,1944.0,8968.0,73.0
MAP3K11 (4296),1502.2878711860856,7039.1872,7471.0,9664.0,414.0
MAP3K12 (7786),1919.499720162148,4113.3184,4146.0,9067.0,39.0
MAP3K13 (9175),1619.7181119549389,3335.8592,3139.0,8804.0,196.0
MAP3K2 (10746),2063.724926545724,4337.1824,4372.0,9814.0,60.0
MAP3K20 (51776),1817.116068971055,5000.6496,5213.0,8941.0,19.0
MAP3K21 (84451),1851.1354890818936,2956.7728,2653.0,8486.0,47.0
MAP3K3 (4215),1761.9876243227893,5201.3616,5342.0,8810.0,494.0
MAP3K4 (4216),2129.314578895621,2748.432,2211.0,8858.0,8.0
MAP3K5 (4217),1902.8520503855286,2902.1408,2628.0,8702.0,41.0
MAP3K6 (9064),1966.8069255052426,4729.9296,4832.0,8650.0,131.0
MAP3K7 (6885),3042.2563255996824,3428.3824,2487.0,10266.0,1.0
MAP3K7CL (56911),1389.180094669385,1765.2848,1385.0,8627.0,28.0
MAP3K8 (1326),1493.0641742609519,2199.312,1921.0,9858.0,77.0
MAP4 (4134),1621.5891768088459,3705.5824,3599.0,8675.0,100.0
MAP4K1 (11184),1810.9676102994902,2355.2048,1843.0,8614.0,22.0
MAP4K2 (5871),1804.8757968489915,5884.024,6185.0,9278.0,248.0
MAP4K4 (9448),1926.833951337843,1635.6688,833.0,8626.0,1.0
MAP6 (4135),2050.3111299520197,3555.6832,3332.0,9850.0,47.0
MAP6D1 (79929),1945.272550493263,2782.7584,2339.0,9033.0,17.0
MAP7 (9053),1916.5867741190862,4215.1904,4213.0,8850.0,43.0
MAP7D1 (55700),1889.0711902291682,3131.4864,2899.0,8626.0,5.0
MAPK1 (5594),2784.583482904879,4380.5584,4381.0,10343.0,9.0
MAPK10 (5602),1857.5977796578416,4399.5472,4494.0,8879.0,35.0
MAPK12 (6300),1972.9788158803985,3848.0272,3648.0,9124.0,69.0
MAPK13 (5603),1868.5310047488354,3512.5088,3483.0,8558.0,99.0
MAPK14 (1432),2597.186144385832,5279.44,5606.0,10199.0,15.0
MAPK15 (225689),1872.4951659422043,5834.3088,6162.0,9359.0,289.0
MAPK1IP1L (93487),1878.2123809991408,4177.9184,4092.0,9084.0,126.0
MAPK3 (5595),2150.4344327779268,4156.6016,4195.0,9179.0,45.0
MAPK6 (5597),1990.1239443787774,5472.1792,5720.0,9625.0,196.0
MAPKAP1 (79109),1710.8407267398666,7166.0672,7614.0,9670.0,605.0
MAPKAPK2 (9261),1805.6501132137196,2467.4512,2015.0,8875.0,8.0
MAPKAPK5 (8550),2075.9711051692016,3753.2176,3553.0,9192.0,24.0
MAPKBP1 (23005),1727.397892745484,2578.3568,2273.0,8648.0,43.0
MAPRE1 (22919),1536.4310429460234,7335.4944,7800.0,9864.0,886.0
MAPT (4137),1845.4982605664645,4853.6624,5011.0,8409.0,518.0
MARC2 (54996),1711.4815904206266,2530.5568,2086.0,8581.0,47.0
MARCH4 (57574),1696.591999006334,4801.3888,4848.0,9312.0,212.0
MARCH5 (54708),2952.1685097542477,6127.7944,6836.0,10515.5,54.0
MARCH6 (10299),2294.49973466873,5123.2736,5246.0,9663.0,85.0
MARCH8 (220972),2019.6470420716385,3655.9584,3421.0,8601.0,29.0
MARCH9 (92979),1310.2555088813197,7414.8128,7792.0,9786.0,1795.0
MARCKS (4082),1957.792575408099,5391.6432,5565.0,9494.0,272.0
MARCKSL1 (65108),1805.9510854224322,5425.8768,5657.0,8998.0,147.0
MARK2 (2011),2560.109912121663,5947.4672,6623.0,10014.0,8.0
MARK3 (4140),1991.335970330806,2208.5488,1604.0,9141.0,9.0
MARS (4141),253.4406344992543,10039.6464,10084.0,10475.0,7894.0
MARS2 (92935),444.81508048216955,9834.6136,9883.0,10548.0,7823.0
MARVELD3 (91862),1867.6006907025978,3509.4848,3354.0,8730.0,100.0
MASP2 (10747),1709.2305003894407,5750.128,6033.0,9154.0,471.0
MAST1 (22983),1803.4490613792625,5308.8912,5487.0,9311.0,61.0
MAST2 (23139),1688.3925154175342,5572.0272,5784.0,8839.0,568.0
MAST3 (23031),1330.5472355002794,7176.896,7505.0,9285.0,1095.0
MASTL (84930),270.99032345766943,10381.2064,10465.0,10558.0,6850.0
MAT1A (4143),1922.8722888842553,4043.928,3952.0,8869.0,246.0
MAT2A (4144),591.6346137186363,9646.4672,9766.0,10459.5,5165.0
MATK (4145),1493.094644658433,6903.1936,7268.0,9771.0,246.0
MATN1 (4146),2051.252775057108,4762.744,4937.0,9183.0,10.0
MATN3 (4148),1855.846319348945,4002.3392,3951.0,8707.0,66.0
MATR3 (9782),2162.6243348575244,6395.648,7046.0,9538.0,120.0
MAU2 (23383),1566.6342460453402,8714.7744,9152.0,10275.0,11.0
MAX (4149),812.6745376809045,8547.5072,8689.0,10112.0,3647.0
MAZ (4150),1923.1576640928258,4934.5984,5132.0,8663.0,5.0
MBD2 (8932),2329.35112425911,3760.7664,3524.0,9915.0,22.0
MBD3 (53615),2311.918294819927,4465.64,4485.0,9544.0,131.0
MBD3L2 (125997),1631.5244836057864,7028.7728,7396.0,9616.0,185.0
MBD4 (8930),1583.4762649521042,5776.408,6053.0,9567.0,598.0
MBD6 (114785),2099.795073489621,4820.0176,4950.0,9272.0,64.0
MBLAC1 (255374),1967.7643806249796,3437.2672,3176.0,8685.0,188.0
MBLAC2 (153364),1779.3151494036788,2414.312,2113.0,8801.0,5.0
MBNL1 (4154),2971.08552093209,5107.072,5576.0,10074.0,3.0
MBNL3 (55796),1519.547987957523,1747.3419243986255,,,
MBOAT1 (154141),1513.073497630161,3317.168,3131.0,8527.0,96.0
MBTD1 (54799),1713.6225328263681,6954.8976,7371.0,9431.0,98.0
MBTPS1 (8720),1417.8690323681938,8744.72,9222.0,10283.0,271.0
MBTPS2 (51360),486.4753911979155,9482.95704467354,9812.0,,
MC1R (4157),1895.7075588353919,2418.3904,1850.0,9909.0,41.0
MC5R (4161),2093.085679546606,3457.056,3193.0,8920.0,6.0
MCAT (27349),2037.3517729628509,5874.48,6296.0,9494.0,110.0
MCCD1 (401250),1792.0289980554987,3201.496,2983.0,8573.0,57.0
MCEE (84693),1635.582475324844,6021.208,6282.0,9628.0,658.0
MCEMP1 (199675),1865.6139172923404,4467.4784,4576.0,10162.0,347.0
MCF2 (4168),1658.26955036078,1622.0154639175257,4320.0,,
MCF2L2 (23101),1873.5287460681222,4320.8704,4410.0,8649.0,21.0
MCFD2 (90411),1834.2739571928446,4229.7696,4189.0,8311.0,161.0
MCIDAS (345643),1905.3734046516568,3596.512,3558.0,9415.0,64.0
MCL1 (4170),1629.236619849214,8278.7128,8626.0,10534.5,1134.0
MCM10 (55388),1635.7128727756906,7303.8544,7718.0,9830.0,533.0
MCM2 (4171),215.58964239427718,10079.1016,10110.0,10534.5,8897.0
MCM3 (4172),429.4147685826875,9357.3792,9399.0,10278.0,5870.0
MCM3AP (8888),333.65071005161775,9572.0704,9612.0,10367.0,8099.0
MCM4 (4173),288.7843749946067,9887.6656,9931.0,10459.0,8061.0
MCM5 (4174),193.01852613687444,10170.4968,10206.0,10527.0,9425.0
MCM6 (4175),264.558388950535,9662.2224,9686.0,10289.0,8364.0
MCM7 (4176),207.17374277681483,10164.8456,10199.0,10534.5,9169.0
MCM8 (84515),1975.916547080276,4487.464,4447.0,9164.0,318.0
MCM9 (254394),1938.9261672604193,4093.3696,4021.0,9608.0,317.0
MCMBP (79892),536.4304101305411,9149.9952,9232.0,10243.0,5326.0
MCPH1 (79648),2461.0991985550286,3892.736,3524.0,9561.0,18.0
MCRIP1 (348262),1867.594892141721,4533.544,4579.0,8766.0,151.0
MCRIP2 (84331),1917.6664525580736,5505.9584,5827.0,9342.0,218.0
MCRS1 (10445),975.478639167355,8124.3664,8370.0,9789.0,2623.0
MCTP1 (79772),1596.8007206510756,6478.5616,6868.0,9604.0,464.0
MCTS1 (28985),2203.122006235704,5649.232817869416,,,
MCU (90550),1761.405681095321,3398.1984,3180.0,9480.0,295.0
MCUR1 (63933),1563.5264774237526,1699.1472,1156.0,8947.0,13.0
MDC1 (9656),1807.4548536759978,6640.96,7073.0,9357.0,458.0
MDH2 (4191),2127.9826694602275,5809.8656,6219.0,9960.0,24.0
MDK (4192),2088.18727401887,3724.3072,3816.0,8754.0,57.0
MDM1 (56890),1847.3775498687253,4159.9728,4165.0,9010.0,9.0
MDM2 (4193),2743.048733725595,6497.3744,6990.0,10498.0,11.0
MDM4 (4194),2534.2655821786684,3973.3968,3572.0,9417.0,4.0
MDN1 (23195),279.89675723655404,10070.22,10113.0,10538.0,7595.0
MDP1 (145553),1852.3132173070128,5710.4576,6075.0,9260.0,99.0
ME1 (4199),1349.6188186413115,5993.9232,6183.0,8570.0,893.0
ME2 (4200),1988.2410693129152,5986.1264,6442.0,9627.0,101.0
MEA1 (4201),2098.897850066883,4560.3008,4787.0,9297.0,44.0
MEAF6 (64769),2094.6453189551,7063.5648,7667.0,10005.0,54.0
MECOM (2122),1911.1293583738545,1289.5992,515.0,9857.0,2.0
MECR (51102),2119.1518764596753,5585.8768,5791.0,9576.0,313.0
MED1 (5469),1859.5180980662428,8747.0256,9349.0,10539.5,365.0
MED10 (84246),1033.9183166540868,8583.068,8823.0,10459.5,2284.0
MED11 (400569),172.14347754945732,10314.9496,10352.0,10551.0,9369.0
MED12 (9968),1771.6939469086465,8740.398625429554,10381.0,,
MED13 (9969),2451.4533110292778,2532.0488,1646.0,9194.0,3.5
MED13L (23389),2392.290781942954,4136.5856,4225.0,9692.0,22.0
MED14 (9282),444.09445968899644,9539.654639175258,,,
MED15 (51586),2245.202167354269,6586.7344,7273.0,10259.0,36.0
MED16 (10025),2967.565079422038,4813.7328,5150.0,9845.0,8.0
MED17 (9440),322.68182946467044,9738.1632,9784.0,10477.0,8328.0
MED18 (54797),432.2262437184655,9363.5168,9423.0,10371.0,5508.0
MED19 (219541),2388.227654065581,7930.8008,8787.0,10521.0,5.0
MED20 (9477),911.3115224435942,8625.3552,8829.0,9913.0,774.0
MED21 (9412),702.2534011930305,8844.416,8968.0,10109.0,3206.0
MED22 (6837),376.46860704753016,9599.1552,9624.0,10485.0,6318.0
MED23 (9439),3240.8092614044917,5105.0864,5715.0,10061.0,2.0
MED24 (9862),2779.475141216598,6957.784,8196.0,10012.0,4.0
MED25 (81857),2446.5614403212253,6732.2656,7682.0,9887.0,36.0
MED26 (9441),493.8419872793321,9576.7312,9639.0,10423.0,4660.0
MED27 (9442),1187.4753637433644,7781.1024,8081.0,9749.0,2312.0
MED28 (80306),668.0436733880849,9041.7888,9146.0,10267.0,1443.0
MED29 (55588),1057.1148416083836,8411.8208,8713.0,10016.0,1741.0
MED30 (90390),182.55389334210042,10367.852,10432.0,10554.5,9112.0
MED31 (51003),1137.9701359201629,7971.7168,8269.0,9837.0,619.0
MED4 (29079),339.9358266964441,9720.6368,9743.0,10427.0,5976.0
MED6 (10001),298.6354880246022,9795.9728,9827.0,10429.0,8185.0
MED7 (9443),500.06579445057747,9162.2816,9216.0,10100.0,4670.0
MED8 (112950),210.96041271606703,10202.4728,10248.0,10540.0,8324.0
MED9 (55090),1011.3342912478772,9242.468,9424.0,10529.0,311.0
MEF2B (100271849),1820.3100743991322,4862.2896,5001.0,10246.0,233.0
MEF2C (4208),2186.0779946738944,2482.0008,1850.0,10520.0,27.0
MEF2D (4209),2150.654544613492,3841.1024,3607.0,9918.0,34.0
MEGF10 (84466),965.2735799921022,635.248,258.0,8441.0,2.0
MEGF6 (1953),1952.611430156929,3589.416,3443.0,8729.0,39.0
MEGF8 (1954),1909.196899323015,3791.736,3651.0,8675.0,112.0
MEI4 (101928601),1566.8031462397141,2389.1072,2093.0,8299.0,84.0
MEIOC (284071),1331.7775008746385,6874.5952,7174.0,9162.0,646.0
MEIS1 (4211),2108.6341246664133,3336.1552,3081.0,9188.0,62.0
MEIS2 (4212),1359.3077177692987,780.2856,265.0,9298.0,1.5
MEIS3 (56917),1900.2685448047491,5191.6688,5436.0,9598.0,358.0
MELK (9833),1848.8024033619502,3619.3024,3479.0,9587.0,73.0
MELTF (4241),1773.2147180756199,3258.9232,2991.0,8740.0,11.0
MEMO1 (51072),1936.4259634499526,7092.264,7752.0,9624.0,125.0
MEN1 (4221),2736.666621159624,7045.7656,8074.0,10459.5,2.0
MEOX2 (4223),1185.2549968591093,937.5792,491.0,9002.0,12.0
MEPCE (56257),384.6596961684578,9300.0384,9361.0,10188.0,6863.0
MEPE (56955),1562.5289515381378,6836.8304,7290.0,9155.0,457.0
MERTK (10461),1911.8182669077235,4483.0752,4586.0,9096.0,143.0
MESD (23184),2153.7324982969712,3126.3232,2804.0,8688.0,6.0
MET (4233),1718.650927703888,1013.2992,417.0,9651.0,10.0
METAP1 (23173),1479.2458670431033,8399.4096,8864.0,10142.0,587.0
METAP2 (10988),764.6457974976186,8934.5168,9096.0,9987.0,2304.0
METRN (79006),1822.0695094709174,3958.2096,3877.0,8934.0,210.0
METRNL (284207),1951.1054872755915,3418.2352,3207.0,9163.0,37.0
METTL1 (4234),1068.994218803777,8800.9472,9007.0,10378.0,3009.0
METTL13 (51603),1798.9789068859347,2839.1056,2645.0,8635.0,71.0
METTL14 (57721),609.5073171054867,9541.9568,9640.0,10320.0,240.0
METTL15 (196074),1560.2615807564498,6452.256,6804.0,9029.0,411.0
METTL16 (79066),302.5164949137019,10027.0792,10074.0,10526.5,8427.0
METTL17 (64745),824.7704846928707,8634.7344,8826.0,10187.0,4027.0
METTL23 (124512),1117.5788463826843,7816.5984,8100.0,9496.0,1552.0
METTL24 (728464),1737.0071462985716,4200.3824,4170.0,8794.0,145.0
METTL25 (84190),1752.1712794642788,5951.5808,6317.0,9702.0,74.0
METTL2A (339175),1834.74630934396,3176.6496,2970.0,8512.0,40.0
METTL2B (55798),1599.2813172268252,5938.9728,6171.0,9696.0,487.0
METTL3 (56339),520.0907493544781,9423.784,9511.0,10437.0,4254.0
METTL4 (64863),1247.8099559998338,1126.5024,691.0,8530.0,4.0
METTL5 (29081),2027.952975984682,5267.5056,5492.0,9292.0,40.0
METTL7A (25840),1243.0244443416104,7627.56,7962.0,9446.0,616.0
METTL7B (196410),1430.913167986775,6492.4464,6780.0,8976.0,820.0
MEX3A (92312),1050.0275439561892,8096.5168,8377.0,9765.0,2382.0
MEX3B (84206),1999.3136446226638,5005.8864,5178.0,9166.0,2.0
MEX3C (51320),2060.3998875000593,3692.248,3493.0,8487.0,22.0
MFAP1 (4236),255.96285449660715,9874.3416,9887.0,10533.5,8938.0
MFAP2 (4237),1842.5003756712554,4242.0432,4347.0,9997.0,28.0
MFAP4 (4239),1684.4272702628418,2632.5936,2223.0,8459.0,21.0
MFAP5 (8076),1323.5848702612973,1700.5712,1379.0,8958.0,28.0
MFF (56947),1890.3045648308932,3442.056,3143.0,8542.0,74.0
MFN1 (55669),1816.7067400430783,2561.8336,2099.0,9168.0,43.0
MFN2 (9927),1243.0645530858249,8564.2384,8908.0,10113.0,350.0
MFNG (4242),1808.8286207717626,3061.1872,2856.0,8493.0,48.0
MFSD1 (64747),1770.0185703748407,3811.0944,3687.0,8605.0,38.0
MFSD11 (79157),1672.8715473669054,5758.2208,5995.0,8940.0,280.0
MFSD12 (126321),1738.5891790907021,2699.4016,2422.0,8597.0,15.0
MFSD13A (79847),1767.712836059418,6067.648,6439.0,9197.0,51.0
MFSD14A (64645),1666.8649384675136,6438.4592,6768.0,9215.0,233.0
MFSD14B (84641),1885.2458943365505,4286.8816,4310.0,8846.0,100.0
MFSD14C (84278),1714.5734668917603,5998.5104,6360.0,8933.0,517.0
MFSD2A (84879),1725.1888607873097,3502.328,3333.0,8550.0,79.0
MFSD3 (113655),1722.720612617862,2781.9296,2511.0,8702.0,16.0
MFSD4A (148808),1988.4544461581597,2933.8336,2565.0,8989.0,52.0
MFSD9 (84804),2002.0329147989703,3747.5808,3703.0,8719.0,22.0
MGA (23269),1961.7962943167347,6399.9024,6996.0,9545.0,108.0
MGAM (8972),1398.3498268939568,1197.0448,674.0,9037.0,3.0
MGARP (84709),1776.1376249113246,4654.6384,4760.0,8870.0,154.0
MGAT1 (4245),1791.824464340817,7654.1856,8272.0,9973.0,84.0
MGAT2 (4247),2150.4224597470647,5392.632,5824.0,9167.0,10.0
MGAT3 (4248),1759.8539027911468,3073.1888,2892.0,8490.0,150.0
MGAT5 (4249),1870.3392038262016,3867.4416,3862.0,8435.0,35.0
MGLL (11343),1921.7376136395217,3266.1904,3086.0,9260.0,78.0
MGME1 (92667),1570.2977919082084,1967.1392,1537.0,8710.0,6.0
MGRN1 (23295),2254.4538747611673,3409.0928,3042.0,9421.0,4.0
MGST2 (4258),1576.5015470679666,2609.4736,2319.0,8617.0,174.0
MIA3 (375056),1539.2251461293513,1899.5872,1440.0,8779.0,21.0
MIB1 (57534),3001.143145292456,4878.7176,4821.0,10309.0,1.5
MIB2 (142678),1950.2622766181987,4500.7296,4614.0,9183.0,142.0
MICAL2 (9645),1397.447398344017,1550.5056,1128.0,8878.0,27.0
MICALL1 (85377),1499.3731860142298,6800.6048,7165.0,9627.0,713.0
MICALL2 (79778),1751.3122670714301,2969.584,2752.0,8751.0,124.0
MICB (4277),1607.2678084491467,6501.504,6849.0,9614.0,246.0
MICU1 (10367),1856.6771394079262,2113.88,1514.0,8975.0,5.0
MID2 (11043),1726.4354995484362,4839.632302405498,6486.0,,
MIDN (90007),2141.0403794776607,5674.0608,6093.0,9768.0,139.0
MIEF1 (54471),2010.2023500352345,3905.9376,3828.0,8969.0,72.0
MIEF2 (125170),2035.7945752583391,5006.6464,5152.0,9603.0,82.0
MIEN1 (84299),1560.6886374750056,6898.6688,7304.0,10223.0,152.0
MIER1 (57708),1738.6647344176774,3033.8432,2739.0,9152.0,6.0
MIER3 (166968),2054.1678634837103,3735.4336,3641.0,9513.0,38.0
MIF (4282),2064.6759326332235,3263.256,3102.0,8527.0,17.0
MIF4GD (57409),1905.4286733476497,4425.2944,4409.0,8851.0,179.0
MIGA2 (84895),1603.9205769149798,6651.464,7041.0,9513.0,103.0
MIIP (60672),1926.1322245570068,5521.5088,5697.0,9426.0,325.0
MINDY1 (55793),1201.0250337321374,7558.9456,7876.0,9482.0,11.0
MINDY2 (54629),1055.3068816031546,8060.032,8343.0,10008.0,1448.0
MINK1 (50488),1616.0600203962342,2203.0496,1776.0,8626.0,8.0
MINOS1 (440574),1205.4968529944354,8613.6992,8870.0,10456.0,1242.0
MIOS (54468),1136.8939391864901,8539.2144,8860.0,10223.0,2989.0
MIP (4284),1961.8819741546179,3825.136,3793.0,9218.0,87.0
MIPEP (4285),1375.889943509757,8206.2856,8685.0,10444.5,1768.0
MIPOL1 (145282),1712.6899712455631,3396.3248,3189.0,8681.0,149.0
MIS12 (79003),529.4732804957908,9175.9808,9237.0,10186.0,4020.0
MIS18A (54069),194.85035336814843,10240.2808,10275.0,10541.0,9429.0
MIS18BP1 (55320),275.6553526807315,9906.944,9929.0,10488.0,8534.0
MITD1 (129531),1920.3720784278053,4214.9568,4324.0,9140.0,173.0
MITF (4286),2060.313053723533,1726.8656,997.0,10046.0,23.0
MKI67 (4288),2173.3256290031763,3944.5488,3749.0,9265.0,119.0
MKLN1 (4289),2149.8130649884124,4950.6896,5099.0,9088.0,233.0
MKNK2 (2872),2064.8456572357,3566.344,3379.0,9433.0,26.0
MKRN1 (23608),968.3713718589049,8150.7568,8404.0,9641.0,2372.0
MKRN2OS (100129480),2035.1877924792125,4589.9408,4676.0,9229.0,26.0
MKS1 (54903),1747.285988550419,3916.4608,3868.0,8587.0,160.0
MKX (283078),1514.1053127312598,1994.2672,1574.0,8617.0,70.0
MLANA (2315),1344.1693958857632,1048.6528,567.0,9414.0,3.0
MLC1 (23209),1746.0747726844713,2795.3376,2460.0,8513.0,19.0
MLF2 (8079),1836.2880267386133,3640.5872,3474.0,8675.0,4.0
MLH1 (4292),1769.391677914134,5185.728,5391.0,8916.0,427.0
MLIP (90523),1734.9638268230883,3518.128,3414.0,8933.0,235.0
MLKL (197259),1653.7439896326619,2863.4448,2641.0,8733.0,75.0
MLLT1 (4298),2062.2669929759213,1929.3984,1161.0,9307.0,1.0
